Plot_id,Site_id,Treatment,PCT_Number,PCT_Name,Establishment,SSC_Foliage_cov,SSC_Basal_cov,SSC_Litter _cov,SSC_litter_origin,SSC_Litter_inc,SSC_Crypt_CovCode,SSC_brokeness,SSC_Erosion_cov,SSC_Deposited_Cov,SSC_roughness,SSC_Rest_adj,SSC_Stability,SSC_Texture,Stability_ind,Infiltration_ind,Nutrient_ind,NativeP_richness,EG_Rich,EX_Rich,FG_Rich,GG_Rich,HT_Rich,OG_Rich,SG_Rich,TG_Rich,EG_Cov,EX_Cov,FG_Cov,GG_Cov,HT_Cov,OG_Cov,SG_Cov,TG_Cov,OS_Cov_BBAM,MS_Cov_BBAM,GC_Grass_BBAM,GC_Shrub_BBAM,GC_Other_BBAM,Overs_rec,Evid_Fl_Fruit,CWD,Euc_Stems_<5cm,NonEuc_ Stem_<5cm DBH:,Euc_Stem_5-9cm,NonEuc_Stem_5-9cm,Euc_Stem_10-19cm,NonEuc_Stem_10-19cm,Euc_Stem_20-29cm,NonEuc_Stem_20-29cm,Euc_Stem_30-49cm,NonEuc_Stem_30-49cm,Euc_Stem_50-79cm,NonEuc_Stem_50-79cm,Euc_Stem _>80cm,NonEuc_Stem_>80cm,Hollows_50-79cm,Hollows_>80cm,BAM_Comp_Score,BAM_Struct_Score,BAM_Funct_Score,BAM_Veg_Integ_Score,BAM_Litter,SLA_avg,total_nitrogen,total_carbon,B_ppm,Na_ppm,Mg_ppm,P_ppm,K_ppm,Ca43_ppm,Ca44_ppm,Mn_ppm,Fe_ppm,Cu_ppm,Zn66_ppm,Zn67_ppm,Sr_ppm,Mo_ppm,Pb_ppm,ungulate_dung_events_20x20,PA_ungulate_dung_ 50cm_50m,PA_macropod_dung_50cm_50m,PA_rabbit-hare_dung_ 50cm_50m
73,Mt Owen,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2010,1.3,1.8,4.8,0.9,1.3,1.0,4.0,3.8,2.1,2.8,1.8,4.0,2.0,61.6,36.9,33.0,44,0,18,7,13,6,2,9,2,0,17.2,2.8,5.4,1.5,0.7,10.2,10.5,11.9,2.4,8,2,14,0,18,2,14,5,30,5,20,1,1,0,0,0,0,0,0,0,0,0,68,14,44,34,62,16.852,1.801,51.232,14.544,592.876,3244.969,705.541,7059.438,5243.680,5234.485,116.800,141.814,5.519,34.747,26.152,75.581,0.169,0.201,2,0,17,0
81,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2014,3.9,3.4,2.9,1.3,1.1,1.2,3.9,3.7,3.2,3.1,1.0,3.0,2.0,64.6,30.6,29.5,26,0,14,5,8,4,0,7,6,0,11.5,0.7,6.2,6.2,0,11.3,10.3,3,0,14,14,0,0,25,0,37,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,58,13,32,29,41,12.417,1.651,52.524,7.800,363.097,3072.570,443.623,4626.067,9672.634,9665.326,34.224,63.673,5.962,34.163,28.270,121.263,0.270,0.229,0,0,9,0
82,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2015,2.3,2.0,2.1,0.7,0.5,1.0,4.0,3.2,3.2,3.2,1.0,3.0,2.0,57.2,24.1,20.3,25,0,14,6,4,4,1,8,6,0,10,0.7,30.4,0.9,0.1,3.1,19.7,1,0,,2,14,0,18,1,65,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,38,23,35,14,13.991,1.495,48.769,21.991,512.892,3156.859,653.069,5899.538,15697.020,16775.039,80.268,111.922,3.333,34.849,26.368,236.997,1.206,0.547,0,0,3,0
83,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2015,2.9,2.5,2.6,0.7,0.7,1.1,3.9,3.4,3.1,4.2,1.0,3.0,2.0,60.2,29.2,27.3,38,1,9,8,11,5,2,10,6,0.1,31.5,1.4,7,0.9,0.3,12,12.7,10,0,10,2,10,0,28,2,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,16,17,28,9,16.266,1.433,51.611,9.733,792.407,2280.968,462.310,5688.013,5164.630,5107.019,236.535,82.022,4.566,44.425,35.389,104.272,0.701,0.488,0,0,8,0
88,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2013,2.4,2.0,3.1,1.0,1.0,1.0,4.0,3.5,3.2,3.5,2.3,4.0,3.0,60.9,34.6,26.7,11,0,12,0,2,4,0,4,5,0,9.7,0,1.2,7.3,0,0.8,22.3,8.5,0,4,0,4,0,15,0,55,3,24,0,14,0,0,0,0,0,0,0,0,0,0,0,22,16,26,21,9,13.977,1.483,52.041,23.988,881.106,3516.913,630.055,5868.144,8476.839,8402.663,232.689,134.597,2.959,47.434,35.147,91.015,0.286,0.758,1,0,53,0
89,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2013,2.8,2.8,4.0,1.2,1.1,1.0,4.0,3.9,3.4,3.4,1.0,4.0,2.0,70.5,37.9,36.3,14,0,11,3,4,6,0,4,3,0,21.9,0.5,5.1,22.5,0,0.8,20,8,2,0,0,0,0,15,0,46,3,35,0,2,0,0,0,0,0,0,0,0,0,0,0,28,14,35,24,20,13.823,1.462,51.582,26.600,591.857,3042.564,807.270,6615.716,7431.216,7371.511,91.696,106.072,3.198,64.396,49.729,63.651,0.178,0.557,0,0,29,0
90,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2013,3.8,3.3,3.4,1.2,1.0,1.0,4.0,3.7,4.0,2.8,1.8,4.0,2.0,69.0,35.5,31.4,8,0,9,0,2,4,0,2,4,0,14,0,5.1,30.3,0,0.4,18,6,2,20,0,0,0,10,0,45,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,14,11,39,18,34,15.272,1.296,52.016,24.726,1328.644,2192.785,672.389,6734.869,4619.204,4457.715,81.190,122.308,2.780,51.214,38.342,56.453,0.260,0.619,0,2,19,0
91,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2013,2.3,1.9,3.7,1.3,1.2,1.0,4.0,3.7,4.0,4.7,1.7,3.9,3.0,65.8,40.5,35.9,8,0,7,0,3,3,0,2,3,0,1.1,0,25.3,10.2,0,0.4,20,0,2.5,12,0,2,0,11,0,50,1,65,0,4,0,0,0,0,0,0,0,0,0,0,0,14,31,37,25,25,13.850,1.287,51.879,31.191,912.818,2841.138,596.019,6201.454,5687.886,5573.122,111.388,111.780,4.962,68.209,50.652,59.718,0.506,0.508,0,0,31,0
92,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2007,1.2,1.8,4.2,1.0,1.1,1.0,4.0,3.5,1.8,2.6,2.3,4.0,2.0,57.7,32.1,25.5,51,0,8,4,7,0,2,2,3,0,15.7,0.4,0.8,0,0.2,0.2,17.1,18,0.5,0,0,2,0,10,0.5,211,11,66,0,14,0,4,0,0,0,0,0,0,0,0,0,39,10,44,25,43,14.437,1.368,54.034,19.784,856.335,2778.298,456.787,5346.321,5240.798,5165.223,483.782,102.880,3.961,61.431,47.763,75.217,0.071,0.274,0,0,9,0
93,Bulga,Rehabilitated,3431,Central Hunter Ironbark Grassy Woodland,2015,3.3,3.0,2.8,0.9,0.7,1.0,4.0,3.5,3.0,4.8,1.0,4.0,2.0,64.1,33.8,30.8,18,0,12,11,10,5,1,9,7,0,22,1.7,9.4,0.9,0.1,13.1,16.6,8,0.5,6,10,4,0,28,3,135,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82,22,29,37,21,15.138,1.439,51.617,13.756,823.330,2002.033,509.637,5823.992,3155.283,3093.802,237.831,84.996,5.297,26.938,20.637,47.398,0.370,0.309,0,0,10,0
51,Belford,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,1.8,2.8,6.0,1.5,2.0,1.0,4.0,4.0,4.0,2.0,6.6,3.0,2.0,64.5,60.4,55.3,43,2,2,16,13,1,2,7,3,0.2,0.1,1.8,6.75,2,0.2,1.65,36,34.5,6.2,16,2,18,1,18,20,9,1,19,0,17,0,7,0,4,0,1,0,0,0,0,0,91,32,57,55,98,21.527,1.322,50.936,20.262,1912.346,3227.362,626.819,7827.563,8402.034,8343.994,204.147,82.443,6.155,41.133,31.214,32.181,0.026,0.402,0,0,1,0
52,Belford,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,2.0,2.4,5.3,1.5,1.9,1.0,4.0,4.0,4.0,1.4,5.2,3.0,2.0,64.2,51.8,47.1,37,2,1,11,12,1,3,7,2,0.4,0.05,2.2,41.3,2,0.45,5.95,33,21.5,0.5,22,2,30,1,11,10,5,0,12,0,16,0,5,0,5,0,0,0,0,0,0,0,88,68,48,66,86,21.567,1.260,51.173,17.796,1522.897,2603.442,469.380,8491.158,7733.895,7900.705,253.756,79.857,3.759,39.540,29.688,22.393,0.014,0.138,0,0,0,0
53,Belford,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,1.8,2.4,5.8,1.5,1.7,1.6,4.0,4.0,4.0,1.4,4.6,3.0,2.0,66.5,48.5,45.8,38,1,0,17,8,1,4,6,2,0.1,0,1.75,9.6,0.1,0.35,1,30,24.5,0,18,0,12,1,17,10,5,0,15,0,17,0,15,0,2,0,0,0,0,0,0,0,86,28,48,49,91,18.539,1.132,52.548,19.008,2511.674,1936.667,522.277,6089.328,5300.181,5204.438,329.384,59.019,4.349,40.018,30.897,42.329,0.020,0.276,0,0,0,0
68,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,3.2,3.2,5.0,1.5,1.7,1.2,4.0,4.0,4.0,1.4,1.0,3.0,2.0,70.9,40.3,42.3,55,2,1,25,11,2,2,12,3,0.3,2,4.3,18.5,0.4,0.4,8.2,33,19.7,4.2,62,0,22,1,23,17,24,0,9,1,11,0,9,0,7,0,0,0,0,0,0,0,91,47,54,61,69,17.392,1.264,51.528,17.397,1687.771,2687.685,701.029,7013.261,6728.752,6334.588,505.702,102.366,6.784,49.102,38.008,74.356,0.050,0.656,0,0,3,0
69,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,4.0,3.7,4.7,1.3,1.5,1.0,4.0,3.8,2.7,1.5,3.9,4.0,2.0,67.7,42.8,36.0,58,2,5,24,16,2,1,13,3,0.4,0.5,4,33.5,0.2,0.2,4.9,30.2,15.2,0,56,4,48,1,22,55,57,7,25,1,7,0,11,0,6,0,1,0,0,0,0,0,88,59,65,70,63,22.212,1.663,52.725,14.846,1217.958,2440.299,769.625,6916.763,5343.120,5130.475,254.665,80.860,6.476,34.550,26.903,173.464,0.071,0.832,0,0,3,0
70,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,3.2,3.2,5.3,1.3,1.5,1.0,4.0,3.7,2.6,2.0,4.0,4.0,2.0,66.6,44.7,38.3,53,2,8,17,15,2,3,7,9,0.5,1,3.7,25.9,0.2,0.6,1.1,31.5,37.2,0,36,2,40,1,26,15,14,0,13,0,16,1,4,0,0,0,0,0,1,0,0,0,97,49,61,66,79,22.315,1.407,50.946,22.508,1001.393,3031.455,1239.851,7983.471,7965.330,7747.117,699.745,75.816,5.362,39.751,32.743,125.834,0.017,0.682,0,0,2,0
71,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,4.0,3.5,4.8,1.5,1.6,1.0,4.0,4.0,3.9,1.3,3.3,4.0,2.0,71.9,45.1,40.7,54,2,3,23,15,2,2,8,4,0.3,0.25,6.6,35.1,0.2,0.4,5.1,36.4,16.7,1.5,46,2,40,1,24,25,6,0,16,1,17,0,8,0,5,0,3,0,0,0,0,0,93,69,61,73,57,16.340,1.208,52.937,11.795,1214.490,2081.469,483.370,5809.971,4429.651,4344.856,198.634,94.595,3.601,46.869,36.824,46.719,0.019,0.412,0,0,2,0
77,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,2.5,2.7,5.1,1.4,1.5,1.4,4.0,3.9,3.5,1.6,2.7,4.0,2.0,69.0,41.5,38.0,50,2,2,19,15,2,3,8,3,0.6,0.2,2.9,28.6,0.2,0.3,1.5,26,13,0.2,28,0,8,1,19,37,4,0,11,1,10,0,8,0,4,0,0,0,0,0,0,0,95,45,65,65,78,16.272,1.412,52.501,17.362,1662.130,2234.283,543.149,4324.684,6220.762,6200.288,372.103,85.766,4.787,32.852,23.371,48.375,0.036,0.361,0,0,4,0
78,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,1.0,1.1,5.0,1.5,1.5,1.0,4.0,4.0,4.0,1.4,4.6,4.0,2.0,64.1,43.5,35.4,55,1,2,22,17,2,4,8,3,0.3,0.2,4,10.8,0.3,0.7,2.9,35.1,31,0,6,2,12,1,21,14,6,0,13,0,21,0,10,0,2,0,2,0,0,0,1,0,95,36,51,56,96,21.162,1.428,52.564,16.120,3269.177,2455.404,702.693,12497.663,7845.072,7645.750,198.576,144.376,7.159,33.225,25.238,45.848,0.022,0.133,0,0,11,0
79,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,1.1,1.7,5.9,1.4,1.6,1.0,3.8,3.8,3.8,1.9,5.0,3.8,1.9,65.9,51.9,45.8,44,1,1,19,12,3,2,8,2,0.2,0.1,3.4,4.2,2.2,0.3,11.9,41,16,0,10,0,4,1,13,30,11,0,29,0,22,0,9,0,5,0,0,0,0,0,0,0,86,46,63,63,93,17.456,1.339,52.412,16.939,2375.027,2263.967,666.261,8161.246,5022.753,4896.767,176.336,116.398,9.178,29.677,20.760,40.287,0.141,0.972,0,0,0,0
80,Mt Owen,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,1.4,2.2,5.0,1.4,1.4,1.0,4.0,3.8,3.4,1.8,4.6,4.0,2.0,63.0,42.7,34.3,53,1,1,21,15,1,2,10,4,0.1,0.2,3.6,10.3,0.2,0.2,7.5,38.2,18.5,3.2,32,0,40,1,21,28,28,1,32,0,22,0,7,0,1,0,1,0,0,0,0,0,91,42,63,62,85,18.286,1.760,52.682,16.031,995.919,2517.816,736.852,8466.739,4718.200,4626.398,262.045,129.689,5.514,20.860,17.266,47.319,0.025,0.330,0,0,1,1
85,Bulga,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,1.5,2.3,4.7,1.1,1.3,1.7,3.9,3.9,2.4,1.5,1.0,4.0,2.0,65.3,32.9,31.3,38,2,4,13,16,2,2,11,2,0.3,0.4,2.4,11.9,0.2,0.2,22.1,25.3,27,1,20,12,0,1,23,1,25,0,40,0,22,1,4,0,3,0,0,0,0,0,0,0,87,37,45,52,63,17.543,1.500,53.443,24.411,1896.810,1842.338,705.884,6124.313,3639.948,3554.637,345.158,118.192,8.382,34.834,26.333,29.091,0.167,0.872,0,0,4,0
87,Bulga,Reference,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,1.0,2.4,4.9,1.4,1.6,1.0,4.0,4.0,3.4,1.4,2.8,4.0,2.0,63.9,42.1,37.7,60,1,1,17,15,1,4,10,4,0.2,0.1,2.1,9.5,0.1,0.6,14.6,26.5,15,2,14,10,12,1,24,15,8,15,15,2,22,0,2,0,6,0,0,0,0,0,0,0,97,36,52,57,88,17.826,1.631,52.813,15.530,1449.424,1822.593,636.783,7463.701,4062.536,3924.296,584.971,68.694,4.951,35.307,28.735,21.653,0.027,0.333,0,0,11,0
65,Mt Owen,Rehabilitated,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,1.3,2.6,5.2,1.4,1.8,1.0,4.0,3.7,3.4,1.6,3.8,3.4,2.0,62.4,48.0,44.6,58,1,1,6,8,2,3,6,7,0.1,0.05,0.65,8.65,0.3,0.25,11.1,43.6,31,11.7,4,0,14,1,11,0,120,7,65,0,38,0,26,0,1,0,0,0,0,0,0,0,71,45,45,53,100,20.115,1.455,52.184,24.360,1867.519,3941.222,518.608,5271.180,7873.750,7981.205,403.189,191.913,6.830,47.365,36.341,95.088,0.039,0.382,2,0,5,0
66,Mt Owen,Rehabilitated,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,3.2,3.3,4.2,1.4,1.6,1.0,4.0,3.9,3.7,1.1,3.9,4.0,2.0,67.1,42.6,35.7,33,1,8,15,20,2,2,7,6,0.1,1.85,7.7,19.3,3.2,0.15,9,43.5,26,7,18,6,16,0,29,8,0,4,3,25,2,10,8,4,6,0,0,0,0,0,0,0,92,58,47,63,87,17.043,1.924,51.858,18.497,1584.120,2783.954,760.469,6451.586,7278.918,7126.490,511.312,112.092,7.368,35.191,28.239,48.205,0.167,0.554,0,0,6,0
67,Mt Owen,Rehabilitated,3315,Central Hunter Ironbark-Spotted Gum Forest,2009,2.6,3.0,5.5,1.3,1.7,1.4,4.0,3.9,2.9,2.8,3.3,3.0,2.0,65.7,47.2,46.3,43,0,7,11,12,3,3,13,7,0,10.7,1.85,19.3,1,0.4,12.9,17,22,6.7,22,2,14,0,18,0,3,13,18,5,19,0,3,2,0,0,0,0,0,0,0,0,90,31,44,50,54,18.134,1.541,52.721,13.731,944.853,2899.492,593.892,5232.899,4669.971,4384.758,157.508,137.946,5.740,57.142,45.285,41.103,0.103,0.444,0,0,6,0
72,Mt Owen,Rehabilitated,3315,Central Hunter Ironbark-Spotted Gum Forest,2010,1.8,2.0,4.1,0.8,1.3,2.7,4.0,3.9,2.4,3.3,3.6,4.0,2.0,64.6,39.7,36.4,48,1,12,18,22,4,2,10,5,0.2,1.8,2.2,11.8,0.7,0.5,7.7,38.5,31.8,3,16,2,4,0,38,0,175,8,100,6,28,0,0,0,0,0,0,0,0,0,0,0,92,42,39,53,55,17.222,1.355,52.572,21.334,426.496,3634.195,475.127,4594.503,4480.420,4102.618,480.470,160.672,3.021,55.525,47.122,43.880,0.109,0.485,0,1,2,0
74,Mt Owen,Rehabilitated,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,4.6,3.8,4.7,1.4,1.6,1.6,4.0,4.0,4.0,3.1,3.1,4.0,2.0,74.8,49.1,47.5,31,2,11,14,13,5,4,8,2,0.6,17.5,4.4,27.3,4.4,0.7,6.7,5,0,10.7,48,4,44,0,21,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,93,29,38,47,26,10.548,2.034,52.757,11.451,404.402,3278.900,469.875,5025.824,6606.603,6666.376,90.323,123.633,7.478,42.703,34.018,56.040,0.084,0.213,0,0,6,0
75,Mt Owen,Rehabilitated,3315,Central Hunter Ironbark-Spotted Gum Forest,2006,1.5,2.3,5.0,1.1,1.6,1.0,4.0,3.7,1.7,2.5,2.0,4.0,2.0,61.2,37.9,33.9,51,2,15,13,17,5,4,8,4,0.4,7.4,2.2,5.5,2.3,0.9,3.3,21.8,14,0,10,0,10,0,23,0,11,8,16,1,13,0,4,0,0,0,0,0,0,0,0,0,98,18,44,43,77,16.407,1.484,53.334,13.575,1151.889,2945.295,634.071,8354.412,4890.217,4808.268,96.137,115.498,6.173,47.842,36.294,37.774,0.082,0.693,1,0,7,0
76,Mt Owen,Rehabilitated,3315,Central Hunter Ironbark-Spotted Gum Forest,2007,3.3,3.2,4.6,1.3,1.6,1.0,4.0,3.9,3.1,2.4,2.5,4.0,2.0,68.3,43.6,40.4,46,2,13,13,13,2,2,11,3,0.6,13.6,2.4,23.9,0.2,0.4,9,10.5,9,3.5,18,0,6,1,22,3,2,15,1,1,5,0,2,0,1,0,0,0,0,0,0,0,90,28,45,48,78,13.686,1.740,54.109,15.368,312.475,3461.183,528.053,3813.214,7347.538,7300.864,107.559,154.524,9.692,37.558,29.315,91.828,0.110,0.216,0,0,11,1
1,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,2.0,5.0,1.5,1.3,1.0,0.0,4.0,4.0,1.2,10.0,4.0,2.0,55.6,51.2,33.0,22,0,1,8,7,0,1,4,2,0,0.1,0.6,1.2,0,0.05,0.3,20.1,41.5,0,6,0,0,0,7,19,5,2,2,0,11,0,13,0,4,0,4,0,0,0,0,0,55,13,56,34,92,22.800,1.921,52.557,21.892,3173.873,2584.014,904.978,6374.363,9108.168,8996.954,396.744,101.944,5.005,12.594,9.627,116.892,0.081,0.120,0,0,8,0
2,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,1.0,5.2,1.5,1.3,1.0,0.0,4.0,4.0,1.2,10.0,4.0,2.0,56.1,50.1,31.6,22,0,1,9,8,0,1,3,1,0,0.1,0.5,3.7,0,0.05,0.4,30,43,0,10,0,6,1,15,18,1,1,5,0,8,0,4,0,2,0,4,NA,0,0,0,0,54,26,55,42,86,24.235,2.257,52.571,16.427,5135.341,2083.762,715.180,5649.175,5107.069,4881.211,223.793,42.284,4.382,13.852,11.385,43.913,0.021,0.143,0,1,15,0
7,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,1.4,5.9,1.5,1.3,1.0,0.0,4.0,4.0,1.0,6.6,0.0,2.0,55.8,42.8,35.1,32,1,2,13,13,1,1,2,2,0.05,0.1,0.8,17.5,0.05,0.05,0.2,15.05,15.6,0,30,0,0,1,18,10,0,1,0,0,7,0,8,0,10,0,0,0,0,0,0,0,67,16,32,32,88,23.699,2.088,54.092,15.446,3593.219,1457.374,1043.483,8529.531,4609.338,4506.039,366.878,85.756,5.033,15.717,12.023,35.754,0.164,0.133,0,0,8,0
8,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,1.2,5.1,1.4,1.4,1.0,0.1,4.0,4.0,1.1,6.6,3.0,2.0,56.7,45.2,35.3,37,0,2,16,12,2,2,4,3,0,0.25,2.15,1.9,0.15,0.15,0.5,25.05,22.5,0,12,0,2,0,20,45,0,0,0,0,3,0,4,0,8,0,2,0,0,0,0,0,80,21,49,43,75,15.336,1.746,50.330,16.220,1570.210,1828.376,1168.423,9070.821,4844.537,4666.411,320.249,67.116,4.955,31.969,23.975,54.648,0.103,0.403,0,1,7,0
9,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.2,2.0,5.4,1.4,1.2,1.1,0.3,3.9,3.9,1.2,6.6,2.8,2.0,56.7,44.4,34.9,38,0,1,20,8,1,2,5,3,0,0.3,1.9,3.6,0.05,0.1,0.75,17.05,37,5,12,0,8,0,16,32,0,19,0,3,0,0,5,0,8,0,0,0,0,0,0,0,79,10,48,34,72,18.298,1.894,54.823,12.920,1975.552,1513.191,815.741,5111.147,4914.876,4892.694,163.614,57.089,4.759,10.922,8.548,19.375,0.128,0.241,0,0,8,0
10,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,1.6,4.4,1.3,1.1,1.2,4.0,3.9,4.0,1.0,6.6,3.0,2.0,58.5,40.0,28.7,34,1,1,15,10,1,1,4,3,0.05,0.3,1.4,3.95,0.05,0.05,0.7,28.1,14,2.5,26,0,8,1,18,33,5,39,13,17,20,0,10,0,2,0,0,0,0,0,0,0,78,24,64,49,87,16.810,1.453,51.148,16.415,2055.413,2218.954,808.244,6415.206,4408.607,4303.627,302.993,95.645,7.291,39.146,28.087,33.458,0.182,1.115,0,0,15,0
11,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,1.2,5.4,1.5,1.5,1.0,0.0,4.0,4.0,1.0,6.6,2.0,2.0,53.9,43.4,35.3,24,0,1,8,7,1,2,5,2,0,0.1,0.45,0.6,0.1,0.15,0.4,30.1,28,0,2,0,2,0,12,42,1,0,5,0,10,0,7,0,9,0,0,0,0,0,0,0,61,26,65,47,79,17.661,1.901,57.136,8.779,2830.430,1311.149,1111.316,8007.068,1133.619,1151.001,104.051,93.319,3.828,9.059,6.864,15.542,0.191,0.080,1,0,10,0
19,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,2.4,5.7,1.5,1.3,1.0,4.0,4.0,3.9,1.3,2.9,3.0,2.0,58.3,44.0,37.0,32,1,1,17,8,0,1,3,2,0.05,0.1,4,6.2,0,0.1,3.1,20,20,1,10,2,4,1,17,37,3,4,1,0,4,0,10,0,2,0,0,0,0,0,0,0,67,17,65,42,77,18.128,1.567,52.841,19.870,2696.893,2156.118,927.380,10084.968,6535.793,6449.468,421.550,102.273,5.278,19.775,15.747,61.474,0.168,0.190,0,0,29,0
24,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.4,1.5,4.6,1.4,1.3,1.9,2.0,3.9,3.3,1.4,6.5,2.7,2.0,56.8,40.7,32.4,22,1,1,6,4,0,2,6,3,0.05,0.3,0.5,4.5,0,2.1,1.65,31.4,18,0,26,0,0,0,8,30,1,9,1,1,2,0,1,0,0,2,0,0,1,0,0,0,50,29,73,47,59,16.046,1.197,54.938,11.955,3287.516,1516.646,1142.742,7855.004,5497.231,5339.016,844.240,48.711,4.728,18.183,13.492,77.983,0.083,0.110,1,0,35,0
26,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,1.7,5.4,1.5,1.3,1.2,0.0,3.9,3.5,1.0,9.7,1.9,1.9,49.6,47.6,34.2,22,0,2,7,9,0,0,4,2,0,0.3,0.6,1.45,0,0,2.25,37,17.5,3.2,4,0,2,0,11,55,1,16,3,6,11,0,8,0,2,0,1,0,1,0,0,0,55,32,75,51,98,20.904,1.553,53.920,15.411,2477.787,1754.215,1009.501,6977.020,6572.820,6462.927,709.855,75.027,4.500,21.954,16.906,71.181,0.031,0.251,0,0,11,0
36,Mangoola Mine,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,2.4,5.3,1.5,1.3,1.8,0.1,4.0,4.0,1.6,5.3,3.0,2.0,59.9,43.7,38.2,40,1,2,16,11,2,1,7,4,0.05,0.2,2.25,5.3,0.25,0.2,3,30.2,23,0,12,0,2,1,16,13,1,0,2,0,18,0,10,0,2,0,0,0,1,0,0,0,87,28,60,53,99,18.647,1.651,52.651,23.352,2472.226,1970.759,992.835,10551.969,6611.164,6406.406,451.095,81.878,6.061,32.660,25.076,80.713,0.097,0.481,0,0,3,0
63,Jerry's Plains,Reference,3485,Central Hunter Slaty Gum Grassy Forest,NA,1.0,1.4,5.3,1.3,1.6,1.0,4.0,3.9,2.9,1.8,3.9,3.0,2.0,60.0,41.5,36.7,38,0,1,15,12,1,2,5,4,0,0.1,2.9,3.8,0.2,0.3,2.5,30.3,14,5.5,14,0,0,1,19,3,0,2,0,0,0,0,5,0,8,0,1,0,0,0,0,0,85,28,39,45,85,16.200,1.384,52.865,13.275,2860.765,1796.339,929.523,7645.854,2155.478,2147.784,221.144,93.878,5.343,12.833,9.294,12.140,0.055,0.206,1,0,3,0
3,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2012,2.0,1.4,3.7,0.5,0.7,1.0,4.0,3.5,2.3,3.1,5.6,1.0,2.0,49.6,31.3,23.9,26,1,2,7,6,1,1,7,3,0.05,0.1,0.9,1.1,0.05,0.05,8.5,8,3.5,14,8,6,4,1,10,0,8,10,14,12,22,NA,0,0,0,0,0,0,0,0,0,0,61,8,39,26,45,16.571,1.571,52.184,20.956,813.087,3584.877,945.350,8186.731,5429.962,5549.532,1261.693,71.072,4.005,19.083,14.479,34.948,0.148,0.175,0,0,29,0
4,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2011,1.0,1.0,3.0,0.4,0.6,1.0,4.0,3.4,2.7,1.3,6.6,4.0,2.0,52.9,33.0,16.7,17,0,0,8,0,1,2,3,4,0,0,0.45,0,0.05,0.1,30.6,4.05,34.5,0,0,4,0,1,1,10,17,11,20,19,78,1,0,0,0,0,0,0,0,0,0,0,41,13,42,28,60,33.982,2.350,54.766,20.756,300.717,6067.062,592.502,5731.387,8324.249,8400.427,245.879,167.856,5.881,14.211,11.589,60.014,0.265,0.153,0,0,27,0
