Plot_id,Site_id,Treatment,PCT_Number,PCT_Name,Establishment,SSC_Foliage_cov,SSC_Basal_cov,SSC_Litter _cov,SSC_litter_origin,SSC_Litter_inc,SSC_Crypt_CovCode,SSC_brokeness,SSC_Erosion_cov,SSC_Deposited_Cov,SSC_roughness,SSC_Rest_adj,SSC_Stability,SSC_Texture,Stability_ind,Infiltration_ind,Nutrient_ind,NativeP_richness,EG_Rich,EX_Rich,FG_Rich,GG_Rich,HT_Rich,OG_Rich,SG_Rich,TG_Rich,EG_Cov,EX_Cov,FG_Cov,GG_Cov,HT_Cov,OG_Cov,SG_Cov,TG_Cov,OS_Cov_BBAM,MS_Cov_BBAM,GC_Grass_BBAM,GC_Shrub_BBAM,GC_Other_BBAM,Overs_rec,Evid_Fl_Fruit,CWD,Euc_Stems_<5cm,NonEuc_ Stem_<5cm DBH:,Euc_Stem_5-9cm,NonEuc_Stem_5-9cm,Euc_Stem_10-19cm,NonEuc_Stem_10-19cm,Euc_Stem_20-29cm,NonEuc_Stem_20-29cm,Euc_Stem_30-49cm,NonEuc_Stem_30-49cm,Euc_Stem_50-79cm,NonEuc_Stem_50-79cm,Euc_Stem _>80cm,NonEuc_Stem_>80cm,Hollows_50-79cm,Hollows_>80cm,BAM_Comp_Score,BAM_Struct_Score,BAM_Funct_Score,BAM_Veg_Integ_Score,BAM_Litter,SLA_avg,total_nitrogen,total_carbon,B_ppm,Na_ppm,Mg_ppm,P_ppm,K_ppm,Ca43_ppm,Ca44_ppm,Mn_ppm,Fe_ppm,Cu_ppm,Zn66_ppm,Zn67_ppm,Sr_ppm,Mo_ppm,Pb_ppm,ungulate_dung_events_20x20,PA_ungulate_dung_ 50cm_50m,PA_macropod_dung_50cm_50m,PA_rabbit-hare_dung_ 50cm_50m
5,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2016,1.7,1.4,2.4,0.3,0.4,1.0,4.0,3.3,2.9,2.1,6.6,2.0,2.0,48.1,29.9,17.4,19,0,3,2,6,2,1,7,3,0,0.8,0.1,0.55,0.1,0.05,28.95,5.6,8,4,2,2,0,0,10,15,18,30,20,1,0,0,0,0,0,0,0,0,0,0,0,0,42,13,38,27,26,18.698,1.713,53.992,17.779,1850.717,2481.356,464.479,5802.885,3545.667,3517.229,440.283,116.993,3.748,9.509,7.557,10.935,0.032,0.288,0,0,7,0
13,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2011,1.5,1.1,4.2,0.7,0.9,1.0,2.3,2.9,1.9,2.0,7.2,2.6,2.0,47.3,35.9,22.4,21,0,2,5,3,1,2,6,4,0,0.15,2.3,0.2,0.2,0.2,8.4,13.05,28,0,0,8,2,0,8,17,35,30,16,40,20,4,0,0,0,0,0,0,0,0,0,0,44,12,48,29,47,15.365,2.011,52.519,37.937,2046.539,4328.155,717.996,5980.996,8213.392,8354.762,368.889,176.321,2.548,17.019,13.655,36.429,0.088,0.218,3,2,18,0
14,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2011,1.5,1.7,3.7,0.7,0.9,1.0,2.0,3.7,2.2,2.3,6.8,2.5,2.0,48.7,35.3,23.0,23,0,4,7,6,1,1,5,4,0,0.25,1.45,0.6,0.2,0.1,5.5,13.2,22.5,0,4,6,0,1,7,21,21,9,25,35,20,1,0,0,0,0,0,0,0,0,0,0,56,8,52,29,52,18.272,1.703,52.299,39.229,1274.697,3918.923,475.255,4482.857,9767.285,9861.955,1575.798,126.793,3.918,24.241,19.098,70.306,0.053,0.470,3,1,37,0
15,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2011,1.7,2.3,3.2,0.9,0.9,1.0,3.3,3.5,2.5,2.4,5.9,2.8,2.0,51.4,34.7,23.4,20,0,3,7,5,1,1,4,3,0,0.3,1.8,1.8,5,0.05,5.4,15,25,0,8,0,0,1,11,7,40,9,40,22,11,0,0,0,0,0,0,0,0,0,0,0,47,10,40,27,40,19.662,1.842,52.362,22.798,1204.628,4849.166,584.367,4848.311,11172.875,11481.887,974.146,81.152,1.753,24.341,19.414,66.201,0.200,0.138,4,0,32,0
16,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2013,1.8,2.1,3.7,0.8,1.0,1.0,2.4,3.5,2.4,3.0,5.5,2.6,2.0,51.1,35.9,26.3,32,1,8,8,10,2,2,8,3,0.05,0.85,1.15,4.2,0.25,0.15,14.35,9.1,0,15.1,6,2,0,0,17,4,9,5,17,12,0,1,0,0,0,0,0,0,0,0,0,0,77,14,39,35,42,18.315,2.015,50.313,24.668,1384.783,4236.788,779.047,10862.380,15371.277,15488.198,189.944,126.939,5.912,19.823,14.638,289.881,3.623,0.231,6,1,33,0
17,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2012,1.6,1.6,3.4,0.7,0.8,1.0,2.4,3.5,2.6,2.9,5.1,2.6,2.0,50.9,32.7,23.2,32,1,5,9,10,2,1,7,4,0.1,0.5,1.6,0.85,1.1,0.05,14.3,13.1,12.5,8,6,10,2,0,19,7,17,29,31,20,3,0,0,0,0,0,0,0,0,0,0,0,79,17,40,38,44,18.915,1.860,51.953,25.435,1653.837,3144.204,633.662,6956.438,11516.253,11597.435,208.967,82.821,3.927,16.066,13.348,142.039,0.318,0.590,1,0,15,0
18,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2013,1.6,1.5,3.6,0.8,0.9,1.1,3.1,3.5,2.2,3.0,5.3,2.8,2.0,51.4,33.9,24.0,26,0,5,8,7,1,1,8,3,0,0.4,2.65,0.85,0.2,0.1,16.2,8,7,0,6,4,0,0,8,8,19,25,15,9,0,0,0,0,0,0,0,0,0,0,0,0,62,15,34,31,61,20.617,1.938,53.125,34.547,1650.290,9181.600,1137.653,15602.872,15957.174,16038.045,508.024,253.179,13.420,27.501,21.640,185.779,2.978,0.292,0,0,20,0
30,Mangoola Mine,Rehabilitated,3485,Central Hunter Slaty Gum Grassy Forest,2013,2.0,1.9,3.1,0.9,1.0,1.0,3.7,3.3,2.5,3.2,3.7,3.0,2.0,53.8,31.3,23.6,35,0,1,9,11,1,1,8,6,0,0.05,1.7,5.3,0.1,0.1,12.8,17.4,4,12,6,4,10,0,10,2,70,60,11,14,0,0,0,0,0,0,0,0,0,0,0,0,78,22,32,38,61,10.541,1.582,51.737,35.434,472.261,5122.717,542.533,5228.889,16994.331,16803.639,727.272,147.294,3.124,39.792,33.360,130.542,0.267,0.372,6,0,27,0
62,Jerry's Plains,Reference,3314,Central Hunter Slopes Grey Box Forest,NA,2.5,2.5,2.7,1.0,1.2,1.2,3.4,3.5,2.2,2.9,3.4,3.2,2.0,54.3,31.2,24.1,51,2,6,21,15,2,2,7,4,5.3,0.7,20.7,33.55,3,1.1,2.1,24,9.5,0.5,40,6,18,1,33,30,20,30,0,0,0,0,0,0,0,0,4,0,0,0,2,0,93,55,48,63,63,11.119,1.349,48.086,47.615,155.509,4597.865,692.466,4937.076,24782.309,26109.755,512.395,86.215,4.166,47.455,37.257,329.377,0.065,0.364,0,0,21,0
55,Wambo,Reference,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,1.0,2.4,5.9,1.5,1.7,1.0,4.0,4.0,4.0,1.2,6.6,2.0,2.0,59.7,51.6,46.1,26,2,1,13,14,0,5,10,5,0.8,0.2,1.55,4.7,0,2.4,11.1,31.4,18.4,5,16,2,16,1,15,4,6,25,7,0,13,0,9,0,4,0,1,0,0,0,0,0,99,40,45,56,87,16.538,1.296,51.505,34.737,931.464,3190.665,758.419,5912.241,6279.397,6412.389,840.174,71.167,4.371,46.230,35.768,56.892,0.034,0.548,0,0,10,0
56,Wambo,Reference,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,1.4,2.4,5.8,1.4,1.7,1.0,4.0,4.0,4.0,2.1,6.4,2.0,2.0,60.4,53.2,48.5,49,2,1,17,11,0,5,12,6,0.5,0.1,2.5,4.3,0,0.7,22,27.5,9,13.7,24,0,6,1,17,39,3,39,5,10,5,0,4,0,3,0,2,0,0,0,0,0,100,37,65,62,97,15.126,1.097,52.168,31.843,898.088,2942.996,509.569,4471.148,7597.740,7518.078,1599.621,82.883,3.070,17.550,15.067,51.721,0.019,0.374,0,0,3,0
57,Wambo,Reference,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,2.2,2.6,4.5,1.5,1.6,2.2,4.0,3.6,4.0,2.0,5.8,3.0,2.0,64.0,46.9,42.1,53,2,0,12,11,1,7,9,4,0.3,0,1.8,2.9,0.1,3.7,21.3,25.3,31,8,16,0,6,1,18,7,37,16,34,0,11,0,5,0,2,0,0,0,0,0,0,0,98,36,46,55,85,15.571,1.184,51.873,23.807,381.196,2980.489,598.081,5708.372,7480.259,7445.453,634.931,64.447,3.554,44.671,36.296,73.912,0.026,0.101,0,0,5,0
86,Bulga,Reference,3438,Hunter Escarpment Footslopes Ironbark Forest,NA,1.0,1.8,5.2,1.5,1.7,1.0,4.0,4.0,4.0,1.2,3.3,4.0,2.0,65.5,44.3,39.4,46,2,3,18,14,1,7,14,5,0.2,0.3,4.3,5.6,0.3,1,8.4,36.4,23.7,2.7,8,2,12,1,19,6,10,0,18,3,7,0,3,0,3,0,5,0,0,0,0,0,100,42,46,58,89,20.394,1.451,52.091,18.827,1020.407,2578.070,779.299,10532.423,5939.058,5702.409,719.927,78.039,4.216,49.494,37.722,52.967,0.018,0.394,0,0,3,0
27,Mangoola Mine,Reference,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,1.8,2.8,5.0,1.5,1.3,1.2,4.0,4.0,4.0,1.6,8.6,3.0,2.0,60.7,49.0,36.0,30,2,0,8,8,0,0,8,4,0.25,0,0.55,1,0,0,1.7,35.55,19.5,21.5,8,2,2,1,10,35,25,15,30,10,26,2,6,0,0,0,0,0,0,0,0,0,74,31,63,52,96,22.035,1.434,51.078,18.051,1135.185,2189.845,781.223,6932.877,7066.175,6822.699,551.949,69.209,5.605,27.620,22.186,72.877,0.047,0.459,2,1,21,6
28,Mangoola Mine,Reference,3757,Hunter Escarpment Ironbark Scrubby Low Forest,NA,1.2,2.5,4.9,1.5,1.3,2.3,0.7,4.0,1.5,1.4,8.8,0.4,3.6,46.3,54.1,39.5,29,2,2,7,9,0,0,8,3,0.15,0.15,0.45,1,0,0,3.1,35,9.5,4.7,2,0,4,1,10,81,4,35,3,27,7,19,3,1,1,0,1,0,0,0,1,0,70,31,65,52,72,16.251,1.122,52.485,13.104,731.696,1658.713,681.604,7567.567,4511.038,4480.537,246.503,68.161,3.445,22.687,17.103,43.234,0.023,0.416,1,0,14,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
