Sample_id,Plot_id,Site_id,Survey_Date,Treatment,Subplot,Patch,PCT_Number,PCT_Name,Esstablishment,Dbh_cm,Tree sp.,dist_Tree_m,Foliage_Cover_<0.5,Logs_<0.5,Litter_<0.5,Compost,Cryptogam,Rock,Bare soil,Shrub_>0.5,Tree>0.5,Other,
21AO,21,Mangoola Mine,11/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1.5,5,0,1,0,0,10,84,0,0,0,
21AT,21,Mangoola Mine,11/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2013,5,A.salicina,,5,0,95,0,0,0,0,40,0,0,
21BO,21,Mangoola Mine,11/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1,5,0,85,0,0,0,10,0,0,0,
21BT,21,Mangoola Mine,11/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2013,6,E.moluccana,,0,0,95,0,0,5,0,0,50,0,
21CO,21,Mangoola Mine,11/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1,0,0,60,0,0,5,35,0,0,0,
21CT,21,Mangoola Mine,11/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2013,5.5,A.parvipanula,,0,0,85,0,0,5,10,40,0,0,
21DO,21,Mangoola Mine,11/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1,1,0,1,0,0,5,93,0,0,0,
21DT,21,Mangoola Mine,11/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2013,6,A.parvipanula,,3,0,92,0,0,5,0,30,0,0,
29AO,29,Mangoola Mine,13/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,3,3,0,7,0,0,80,10,0,0,0,
29AT,29,Mangoola Mine,13/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2015,5,A.linearifolia,,15,0,10,0,0,10,65,40,0,0,
29BO,29,Mangoola Mine,13/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,1.5,0,0,50,0,0,10,40,0,0,0,
29BT,29,Mangoola Mine,13/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2015,3,A.salicina,,0,0,98,0,0,2,0,80,0,0,
29CO,29,Mangoola Mine,13/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,40,0,30,0,0,5,25,0,0,0,
29CT,29,Mangoola Mine,13/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2015,3,A.spp,,2,0,20,0,0,10,68,40,0,0,
29DO,29,Mangoola Mine,13/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,0,0,5,0,0,50,45,0,0,0,
29DT,29,Mangoola Mine,13/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2015,3.5,A.linearifolia,,0,0,80,0,0,10,10,80,0,0,
31AO,31,Mangoola Mine,13/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,3,10,0,70,0,0,0,20,0,0,0,
31AT,31,Mangoola Mine,13/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2014,5,E.moluccana,,0,0,70,0,0,0,30,0,50,0,
31BO,31,Mangoola Mine,13/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,2,0,0,90,0,0,0,10,0,0,0,
31BT,31,Mangoola Mine,13/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2014,5.5,E.tereticornis,,20,0,80,0,0,0,0,0,60,0,
31CO,31,Mangoola Mine,13/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,2,3,0,87,0,0,0,10,0,0,0,
31CT,31,Mangoola Mine,13/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2014,5,A.salicina,,3,0,97,0,0,0,0,60,0,0,
31DO,31,Mangoola Mine,13/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,2,0,0,5,0,0,2,93,0,0,0,
31DT,31,Mangoola Mine,13/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2014,5,E.crebra,,0,0,100,0,0,0,0,0,60,0,
32AO,32,Mangoola Mine,13/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1.5,0,0,40,0,0,2,58,0,0,0,
32AT,32,Mangoola Mine,13/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2013,7,E.crebra,,0,0,100,0,0,0,0,0,60,0,
32BO,32,Mangoola Mine,13/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,3,1,0,1,0,0,5,93,0,0,0,
32BT,32,Mangoola Mine,13/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2013,11,E.crebra,,0,0,100,0,0,0,0,10,90,0,
32CO,32,Mangoola Mine,13/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,2,0,0,20,0,0,4,76,0,0,0,
32CT,32,Mangoola Mine,13/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2013,7,A.linearifolia,,0,0,100,0,0,0,0,10,0,0,
32DO,32,Mangoola Mine,13/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,2.5,0,0,20,0,0,2,78,0,0,0,
32DT,32,Mangoola Mine,13/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2013,5,A.parvipanula,,0,0,95,0,0,0,5,30,0,0,
33AO,33,Mangoola Mine,14/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,2.5,5,0,40,0,0,6,49,0,0,0,
33AT,33,Mangoola Mine,14/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2011,7,A.spectabilis,,2,0,93,0,0,0,5,50,0,0,
33BO,33,Mangoola Mine,14/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,2,10,0,30,0,0,3,57,0,0,0,
33BT,33,Mangoola Mine,14/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2011,10,E.moluccana,,2,0,98,0,0,0,0,0,80,0,
33CO,33,Mangoola Mine,14/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,3,4,0,40,0,0,4,52,0,0,0,
33CT,33,Mangoola Mine,14/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2011,6,E.moluccana,,3,0,50,0,5,5,37,0,30,0,
33DO,33,Mangoola Mine,14/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,3,20,0,65,0,0,12,3,0,0,0,
33DT,33,Mangoola Mine,14/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2011,6,E.moluccana,,10,0,45,0,0,5,40,0,80,0,
34AO,34,Mangoola Mine,14/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,0.5,0,0,92,0,0,3,5,0,10,0,
34AT,34,Mangoola Mine,14/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2012,6,E.crebra,,1,0,94,0,0,0,5,0,40,0,
34BO,34,Mangoola Mine,14/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,2,5,0,75,0,0,10,10,0,0,0,
34BT,34,Mangoola Mine,14/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2012,9,E.crebra,,0,0,30,0,0,3,67,0,50,0,
34CO,34,Mangoola Mine,14/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,2.5,0,0,10,0,0,7,83,0,0,0,
34CT,34,Mangoola Mine,14/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2012,10,A.salicina,,0,0,100,0,0,0,0,50,50,0,
34DO,34,Mangoola Mine,14/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,1.5,1,0,49,0,0,50,0,0,0,0,
34DT,34,Mangoola Mine,14/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2012,6,A.salicina,,10,0,90,0,0,0,0,40,0,0,
35AO,35,Mangoola Mine,14/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,2.5,0,0,5,0,0,5,90,0,0,0,
35AT,35,Mangoola Mine,14/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2012,6,E.crebra,,0,0,100,0,0,0,0,30,30,0,
35BO,35,Mangoola Mine,14/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,7,0,0,88,0,0,2,10,0,0,0,
35BT,35,Mangoola Mine,14/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2012,6,E.moluccana,,0,0,40,0,0,10,50,0,40,0,
35CO,35,Mangoola Mine,14/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,3,0,0,90,0,0,0,10,0,0,0,
35CT,35,Mangoola Mine,14/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2012,6,E.crebra,,0,0,89,0,0,1,10,0,80,0,
35DO,35,Mangoola Mine,14/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2012,,,4,0,0,59,0,0,1,40,0,0,0,
35DT,35,Mangoola Mine,14/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2012,8.5,E.crebra,,0,0,100,0,0,0,0,0,70,0,
45AO,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,1.5,0,0,95,0,5,0,0,0,0,0,
45AT,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2010,9,C.maculata,,0,0,95,0,1,0,4,0,80,0,
45BO,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,0.5,1,0,44,0,35,5,15,0,0,0,
45BT,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2010,9,C.maculata,,1,0,50,0,0,0,49,0,70,0,
45CO,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,1.5,1,0,84,0,5,10,0,0,0,0,
45CT,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2010,10,C.maculata,,40,0,60,0,0,0,0,0,50,0,
45DO,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,1.5,0,0,40,0,25,10,25,0,20,0,
45DT,45,Mt Thorley Warkworth,27/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2010,5,C.maculata,,0,0,100,0,0,0,0,0,40,0,
46AO,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2009,,,1,0,0,80,0,1,0,19,0,0,0,
46AT,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2009,6,E.fibrosa,,2,0,98,0,0,0,0,0,40,0,
46BO,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2009,,,1,0,0,5,0,10,5,80,0,0,0,
46BT,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2009,6,C.maculata,,0,0,100,0,0,0,0,0,40,0,
46CO,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2009,,,1,3,0,72,0,10,0,15,0,0,0,
46CT,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2009,7,C.maculata,,10,0,90,0,0,0,0,0,50,0,
46DO,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2009,,,0.5,0,0,40,0,0,0,60,0,10,0,
46DT,46,Mt Thorley Warkworth,27/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2009,5.5,E.moluccana,,0,0,75,0,0,0,25,0,30,0,
47AO,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,0.5,50,0,10,0,0,0,40,0,0,0,
47AT,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,90,0,10,0,0,0,0,0,40,0,
47BO,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,5,0,95,0,0,0,0,0,0,0,
47BT,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,E.fibrosa,,100,0,0,0,0,0,0,0,0,0,
47CO,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,NA,80,0,10,0,0,0,10,0,0,0,
47CT,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,20,0,80,0,0,0,0,0,50,0,
47DO,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,50,0,50,0,0,0,0,0,0,0,
47DT,47,Mt Thorley Warkworth,27/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,E.moluccana,,50,0,25,0,0,0,25,0,50,0,
48AO,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,20,0,1,0,0,3,76,0,0,0,
48AT,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2015,6.5,C.maculata,,10,0,40,0,0,5,45,0,90,0,
48BO,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,1,0,0,0,0,20,79,0,0,0,
48BT,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2015,5,C.maculata,,10,0,30,0,0,10,50,0,70,0,
48CO,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,0.5,2,0,0,0,0,48,50,0,0,0,
48CT,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,E.spp,,60,0,0,0,0,10,30,0,80,0,
48DO,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,70,0,0,0,0,20,10,0,0,0,
48DT,48,Mt Thorley Warkworth,28/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,40,0,40,0,0,10,10,0,50,0,
49AO,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,1,40,0,20,0,5,0,35,0,0,0,
49AT,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2011,7.5,C.maculata,,0,0,100,0,0,0,0,0,50,0,
49BO,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,1.5,5,0,95,0,0,0,0,0,0,0,
49BT,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2011,8.5,E.moluccana,,0,0,100,0,0,0,0,0,50,0,
49CO,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,1.5,2,0,40,0,0,0,58,0,0,0,
49CT,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2011,9,C.maculata,,0,0,100,0,0,0,0,0,80,0,
49DO,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,2,2,0,0,0,10,0,88,0,0,0,
49DT,49,Mt Thorley Warkworth,28/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2011,11,C.maculata,,0,0,100,0,0,0,0,40,30,0,
50AO,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,1.5,90,0,5,0,0,0,5,0,0,0,
50AT,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2014,4.5,C.maculata,,40,0,50,0,0,0,10,0,60,0,
50BO,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,4,30,0,20,0,30,0,20,0,0,0,
50BT,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2014,4,E.dawsonii,,80,0,20,0,0,0,0,0,40,0,
50CO,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,4,30,0,0,0,0,20,50,0,0,0,
50CT,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2014,5,A.salicina,,45,0,35,0,0,20,0,0,40,0,
50DO,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,3,50,0,20,0,0,0,30,0,0,0,
50DT,50,Mt Thorley Warkworth,28/03/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2014,4.5,E.crebra,,98,0,2,0,0,0,0,0,40,0,
59AO,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,5,0,0,40,0,13,2,45,0,0,0,
59AT,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2011,7.5,A.salicina,,30,0,67,0,0,3,0,0,50,0,
59BO,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,1,1,0,5,3,0,0,91,0,0,0,
59BT,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2011,5,E.crebra,,5,0,50,0,6,0,39,0,50,0,
59CO,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,1.5,0,0,40,0,10,3,47,0,0,0,
59CT,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2011,5,A.salicina,,1,0,81,0,0,8,10,0,60,0,
59DO,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,1,1,0,5,0,0,3,91,0,10,0,
59DT,59,Mt Thorley Warkworth,3/04/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2011,4.5,A.salicina,,0,0,90,0,4,4,2,0,30,0,
60AO,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,5,20,0,80,0,0,0,0,0,0,0,
60AT,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2011,8,A.salicina,,0,0,97,0,0,3,0,40,50,0,
60BO,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,2,30,0,20,0,10,3,37,0,0,0,
60BT,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2011,5,A.salicina,,5,0,93,0,0,2,0,0,40,0,
60CO,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,2,5,0,20,0,2,5,68,0,0,0,
60CT,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2011,7,A.salicina,,0,0,100,0,0,0,0,50,40,0,
60DO,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2011,,,4,2,0,30,0,0,0,68,0,0,0,
60DT,60,Mt Thorley Warkworth,3/04/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2011,5,A.salicina,,3,0,97,0,0,0,0,0,60,0,
64AO,64,United,5/04/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,1992,,,1,0,0,100,0,0,0,0,0,5,0,
64AT,64,United,5/04/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,1992,6,C.maculata,,0,0,86,0,1,3,10,0,40,0,
64BO,64,United,5/04/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,1992,,,0.5,0,0,100,0,0,0,0,0,5,0,
64BT,64,United,5/04/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,1992,7,E.cladocalyx,,0,0,100,0,0,0,0,0,50,0,
64CO,64,United,5/04/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,1992,,,0.5,0,0,92,0,3,0,5,0,0,0,
64CT,64,United,5/04/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,1992,8.5,E.spp,,3,0,87,0,0,0,10,0,50,0,
64DO,64,United,5/04/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,1992,,,1,0,0,100,0,0,0,0,0,5,0,
64DT,64,United,5/04/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,1992,8.5,C.maculata,,0,0,100,0,0,0,0,0,80,0,
73AO,73,Mt Owen,8/04/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,2,3,0,5,0,0,0,92,0,0,0,
73AT,73,Mt Owen,8/04/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2010,9,A.implexa,,5,0,10,0,0,2,83,0,20,0,
73BO,73,Mt Owen,8/04/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,5,10,0,45,0,0,2,43,0,0,0,
73BT,73,Mt Owen,8/04/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2010,27,C.maculata,,20,0,80,0,0,0,0,0,90,0,
73CO,73,Mt Owen,8/04/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,1.5,10,0,90,0,0,0,0,0,0,0,
73CT,73,Mt Owen,8/04/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2010,9,C.maculata,,0,0,100,0,0,0,0,0,40,0,
73DO,73,Mt Owen,8/04/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2010,,,1.5,30,0,65,0,0,0,5,0,0,0,
73DT,73,Mt Owen,8/04/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2010,14,A.implexa,,1,0,99,0,0,0,0,30,50,0,
81AO,81,Bulga,13/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,3,5,0,10,0,0,3,82,0,0,0,
81AT,81,Bulga,13/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2014,4,E.dawsonii,,2,0,30,0,0,0,68,50,40,0,
81BO,81,Bulga,13/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,11,2,0,0,0,0,5,93,0,0,0,
81BT,81,Bulga,13/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2014,5,C.maculata,,20,0,20,0,0,0,60,0,98,0,
81CO,81,Bulga,13/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,2,10,0,0,0,0,10,80,0,0,0,
81CT,81,Bulga,13/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2014,6,C.maculata,,10,0,30,0,0,0,60,0,90,0,
81DO,81,Bulga,13/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2014,,,2,3,0,5,0,0,2,90,0,0,0,
81DT,81,Bulga,13/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2014,5,C.maculata,,10,0,40,0,0,0,50,0,50,0,
82AO,82,Bulga,13/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,1.5,33,0,34,0,0,0,33,0,0,0,
82AT,82,Bulga,13/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2015,5,A.salicina,,80,0,20,0,0,0,0,0,90,0,
82BO,82,Bulga,13/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,1.5,20,0,0,0,0,0,80,0,0,0,
82BT,82,Bulga,13/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2015,5,A.salicina,,40,0,40,0,0,0,20,0,80,0,
82CO,82,Bulga,13/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,1,10,0,20,0,0,10,60,0,0,0,
82CT,82,Bulga,13/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,20,0,20,0,0,0,60,0,70,0,
82DO,82,Bulga,13/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,3,5,0,10,0,0,0,85,0,0,0,
82DT,82,Bulga,13/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,60,0,20,0,0,0,20,0,40,0,
83AO,83,Bulga,13/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,1,40,0,5,0,0,20,35,0,0,0,
83AT,83,Bulga,13/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,80,0,10,0,0,0,10,0,70,0,
83BO,83,Bulga,13/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,5,0,5,0,0,15,75,0,0,0,
