Sample_id,Plot_id,Site_id,Survey_Date,Treatment,Subplot,Patch,PCT_Number,PCT_Name,Esstablishment,Dbh_cm,Tree sp.,dist_Tree_m,Foliage_Cover_<0.5,Logs_<0.5,Litter_<0.5,Compost,Cryptogam,Rock,Bare soil,Shrub_>0.5,Tree>0.5,Other,
83BT,83,Bulga,13/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,5,0,40,0,0,10,45,0,70,0,
83CO,83,Bulga,13/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,1,20,0,60,0,5,0,15,0,0,0,
83CT,83,Bulga,13/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,C.maculata,,20,0,40,0,5,0,35,0,80,0,
83DO,83,Bulga,13/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,3,10,0,10,0,0,5,75,0,0,0,
83DT,83,Bulga,13/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2015,4.5,A.salicina,,1,0,10,0,0,0,89,0,30,0,
88AO,88,Bulga,15/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1.5,0,0,60,20,0,3,17,0,0,0,
88AT,88,Bulga,15/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2013,8.5,C.maculata,,1,0,25,54,0,0,20,0,90,0,
88BO,88,Bulga,15/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,3,0,0,10,30,0,0,60,0,0,0,
88BT,88,Bulga,15/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2013,7,E.moluccana,,1,0,20,30,0,0,49,0,70,0,
88CO,88,Bulga,15/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1.5,5,0,80,10,0,0,5,0,0,0,
88CT,88,Bulga,15/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2013,5.5,E.moluccana,,1,0,20,71,0,3,5,0,50,0,
88DO,88,Bulga,15/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,6,50,0,50,0,0,0,0,0,0,0,
88DT,88,Bulga,15/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2013,5,C.maculata,,0,0,100,0,0,0,0,0,90,0,
89AO,89,Bulga,15/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1,10,0,80,0,0,0,10,0,0,0,
89AT,89,Bulga,15/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2013,6,C.maculata,,5,0,86,0,0,4,5,0,50,0,
89BO,89,Bulga,15/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1,15,0,85,0,0,0,0,0,0,0,
89BT,89,Bulga,15/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2013,5,E.crebra,,0,0,90,0,0,10,0,0,40,0,
89CO,89,Bulga,15/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,4,0,0,98,0,0,2,0,0,0,0,
89CT,89,Bulga,15/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2013,6,E.dawsonii,,2,0,98,0,0,0,0,0,60,0,
89DO,89,Bulga,15/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,3,100,0,0,0,0,0,0,0,0,0,
89DT,89,Bulga,15/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2013,8,C.maculata,,5,0,95,0,0,0,0,0,95,0,
90AO,90,Bulga,15/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,2,5,0,30,0,0,5,60,0,0,0,
90AT,90,Bulga,15/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2013,8,C.maculata,,1,0,40,0,0,15,44,0,70,0,
90BO,90,Bulga,15/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,2,70,0,10,0,0,10,10,0,0,0,
90BT,90,Bulga,15/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2013,5,E.moluccana?,,1,0,40,0,0,5,54,0,50,0,
90CO,90,Bulga,15/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1.5,3,0,25,0,0,8,64,0,0,0,
90CT,90,Bulga,15/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2013,9,C.maculata,,2,0,78,0,0,10,10,0,90,0,
90DO,90,Bulga,15/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1.5,20,0,65,0,0,5,10,0,0,0,
90DT,90,Bulga,15/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2013,6,E.tereticornis,,0,0,30,0,0,5,65,0,50,0,
91AO,91,Bulga,15/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,3,0,0,10,0,0,0,90,0,0,0,
91AT,91,Bulga,15/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2013,7,E.moluccana,,0,0,2,0,0,0,98,0,70,0,
91BO,91,Bulga,15/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,4,60,0,30,0,0,0,10,0,0,0,
91BT,91,Bulga,15/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2013,7,C.maculata,,30,0,47,0,0,3,20,0,90,0,
91CO,91,Bulga,15/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,1,10,0,73,0,0,7,10,0,0,0,
91CT,91,Bulga,15/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2013,9,C.maculata,,0,0,40,0,0,0,60,0,70,0,
91DO,91,Bulga,15/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2013,,,3,25,0,25,0,0,0,50,0,0,0,
91DT,91,Bulga,15/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2013,9,E.moluccana,,0,0,40,0,0,2,58,0,60,0,
92AO,92,Bulga,16/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2007,,,1.5,0,0,80,0,0,0,20,0,0,0,
92AT,92,Bulga,16/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2007,10,E.crebra,,1,0,5,0,0,0,94,0,50,0,
92BO,92,Bulga,16/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2007,,,3,0,0,90,0,0,2,8,0,0,0,
92BT,92,Bulga,16/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2007,20,E.cladocalyx,,0,0,60,0,0,0,40,0,50,0,
92CO,92,Bulga,16/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2007,,,1.5,3,0,85,0,2,0,10,0,0,0,
92CT,92,Bulga,16/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2007,8,C.maculata,,0,0,100,0,0,0,0,0,80,0,
92DO,92,Bulga,16/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2007,,,3,10,0,0,90,0,0,0,0,0,0,
92DT,92,Bulga,16/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2007,16,E.cladocalyx,,0,0,100,0,0,0,0,0,60,0,
93AO,93,Bulga,16/05/2019,Rehabilitated,A,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,2,10,0,40,0,0,0,50,0,0,0,
93AT,93,Bulga,16/05/2019,Rehabilitated,A,T,3431,Central Hunter Ironbark Grassy Woodland,2015,6,E.camaldulensis,,10,0,67,0,0,3,20,0,60,0,
93BO,93,Bulga,16/05/2019,Rehabilitated,B,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,3,0,0,5,0,0,5,90,0,0,0,
93BT,93,Bulga,16/05/2019,Rehabilitated,B,T,3431,Central Hunter Ironbark Grassy Woodland,2015,3.5,E.camaldulensis,,10,0,80,0,0,0,10,0,40,0,
93CO,93,Bulga,16/05/2019,Rehabilitated,C,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,1.5,5,0,10,0,0,0,85,0,0,0,
93CT,93,Bulga,16/05/2019,Rehabilitated,C,T,3431,Central Hunter Ironbark Grassy Woodland,2015,6,C.maculata,,10,0,10,0,0,5,75,0,90,0,
93DO,93,Bulga,16/05/2019,Rehabilitated,D,O,3431,Central Hunter Ironbark Grassy Woodland,2015,,,3,80,0,15,0,0,0,5,0,0,0,
93DT,93,Bulga,16/05/2019,Rehabilitated,D,T,3431,Central Hunter Ironbark Grassy Woodland,2015,3.5,E.crebra,,5,0,95,0,0,0,0,0,30,0,
51AO,51,Belford,29/03/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,5,1,0,89,0,0,0,10,0,0,0,
51AT,51,Belford,29/03/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,31,E.moluccana,,3,0,97,0,0,0,0,0,40,0,
51BO,51,Belford,29/03/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,7,0,88,0,0,0,5,0,5,0,
51BT,51,Belford,29/03/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,15,C.maculata,,3,0,97,0,0,0,0,0,40,0,
51CO,51,Belford,29/03/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1.5,1,0,99,0,0,0,0,0,50,0,
51CT,51,Belford,29/03/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,34,C.maculata,,0,0,100,0,0,0,0,0,30,0,
51DO,51,Belford,29/03/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,1,0,99,0,0,0,0,0,5,0,
51DT,51,Belford,29/03/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,22,C.maculata,,2,0,98,0,0,0,0,0,70,0,
52AO,52,Belford,29/03/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,3,0,87,0,0,0,10,0,30,0,
52AT,52,Belford,29/03/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,19,E.moluccana,,10,0,90,0,0,0,0,0,40,0,
52BO,52,Belford,29/03/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,50,0,50,0,0,0,0,0,0,0,
52BT,52,Belford,29/03/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,19.5,E.moluccana,,5,0,95,0,0,0,0,0,80,0,
52CO,52,Belford,29/03/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,4,0,96,0,0,0,0,5,30,0,
52CT,52,Belford,29/03/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,7,C.maculata,,0,0,100,0,0,0,0,0,80,0,
52DO,52,Belford,29/03/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,2,0,88,0,0,0,10,0,0,0,
52DT,52,Belford,29/03/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,48,C.maculata,,0,0,100,0,0,0,0,5,30,0,
53AO,53,Belford,29/03/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,1,0,99,0,0,0,0,0,0,0,
53AT,53,Belford,29/03/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,25,E.fibrosa,,0,0,100,0,0,0,0,0,30,0,
53BO,53,Belford,29/03/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,0,0,100,0,0,0,0,0,5,0,
53BT,53,Belford,29/03/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,22,E.fibrosa,,10,0,90,0,0,0,0,0,80,0,
53CO,53,Belford,29/03/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,1,0,99,0,0,0,0,0,0,0,
53CT,53,Belford,29/03/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,8,C.maculata,,1,0,99,0,0,0,0,0,40,0,
53DO,53,Belford,29/03/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,0,0,100,0,0,0,0,0,0,0,
53DT,53,Belford,29/03/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,7,C.maculata,,1,0,96,0,0,0,3,0,40,0,
68AO,68,Mt Owen,7/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1.5,10,0,90,0,0,0,0,0,10,0,
68AT,68,Mt Owen,7/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,12.5,E.fibrosa,,1,0,99,0,0,0,0,0,50,0,
68BO,68,Mt Owen,7/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,1,0,98,0,1,0,0,0,0,0,
68BT,68,Mt Owen,7/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,30,C.maculata,,10,0,90,0,0,0,0,0,60,0,
68CO,68,Mt Owen,7/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,5,0,0,60,0,0,5,35,0,0,0,
68CT,68,Mt Owen,7/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,23,C.maculata,,3,0,97,0,0,0,0,0,50,0,
68DO,68,Mt Owen,7/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,5,0,84,0,0,1,10,0,10,0,
68DT,68,Mt Owen,7/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,19,E.crebra,,5,0,86,0,1,4,4,0,40,0,
69AO,69,Mt Owen,7/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,30,0,70,0,0,0,0,0,10,0,
69AT,69,Mt Owen,7/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,11.5,E.crebra,,30,0,70,0,0,0,0,0,40,0,
69BO,69,Mt Owen,7/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1.5,20,0,80,0,0,0,0,0,5,0,
69BT,69,Mt Owen,7/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,38,E.crebra,,2,60,33,0,0,0,5,0,5,0,
69CO,69,Mt Owen,7/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,10,0,90,0,0,0,0,0,5,0,
69CT,69,Mt Owen,7/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,31,C.maculata,,10,0,10,0,0,0,80,0,40,0,
69DO,69,Mt Owen,7/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,10,0,70,0,0,0,20,0,0,0,
69DT,69,Mt Owen,7/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,28,C.maculata,,37,0,50,0,3,0,10,0,30,0,
70AO,70,Mt Owen,7/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,10,0,90,0,0,0,0,0,0,0,
70AT,70,Mt Owen,7/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,15,E.crebra,,70,0,10,0,0,0,20,0,30,0,
70BO,70,Mt Owen,7/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1.5,2,0,98,0,0,0,0,0,0,0,
70BT,70,Mt Owen,7/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,17,E.fibrosa,,15,0,80,0,0,0,5,0,40,0,
70CO,70,Mt Owen,7/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,40,0,60,0,0,0,0,0,0,0,
70CT,70,Mt Owen,7/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,20,E.crebra,,15,0,80,0,0,0,5,0,40,0,
70DO,70,Mt Owen,7/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3.5,60,0,40,0,0,0,0,0,0,0,
70DT,70,Mt Owen,7/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,26,E.fibrosa,,50,0,50,0,0,0,0,0,50,0,
71AO,71,Mt Owen,7/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,20,0,80,0,0,0,0,0,0,0,
71AT,71,Mt Owen,7/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,25,C.maculata,,3,0,77,0,0,0,20,0,40,0,
71BO,71,Mt Owen,7/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,10,0,90,0,0,0,0,0,40,0,
71BT,71,Mt Owen,7/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,32,C.maculata,,0,0,90,0,0,0,10,0,60,0,
71CO,71,Mt Owen,7/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,60,0,40,0,0,0,0,0,0,0,
71CT,71,Mt Owen,7/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,17,C.maculata,,10,0,90,0,0,0,0,0,50,0,
71DO,71,Mt Owen,7/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,10,0,90,0,0,0,0,0,0,0,
71DT,71,Mt Owen,7/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,14,E.fibrosa,,2,0,98,0,0,0,0,0,80,0,
77AO,77,Mt Owen,9/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,0,0,55,0,0,5,40,0,0,0,
77AT,77,Mt Owen,9/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,10,E.crebra,,30,0,65,0,0,0,5,0,5,0,
77BO,77,Mt Owen,9/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,5,0,90,0,1,2,2,0,0,0,
77BT,77,Mt Owen,9/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,8,C.maculata,,1,0,74,0,0,0,25,0,10,0,
77CO,77,Mt Owen,9/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,5,0,35,0,0,0,60,0,0,0,
77CT,77,Mt Owen,9/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,24,E.fibrosa,,1,0,99,0,0,0,0,0,30,0,
77DO,77,Mt Owen,9/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,20,0,75,0,0,0,5,0,5,0,
77DT,77,Mt Owen,9/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,25,E.fibrosa,,1,0,59,0,0,0,40,0,40,0,
78AO,78,Mt Owen,9/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,5,0,95,0,0,0,0,0,10,0,
78AT,78,Mt Owen,9/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,27,C.maculata,,5,0,95,0,0,0,0,0,30,0,
78BO,78,Mt Owen,9/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2.5,1,0,99,0,0,0,0,0,0,0,
78BT,78,Mt Owen,9/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,18,C.maculata,,0,0,95,0,0,0,5,0,70,0,
78CO,78,Mt Owen,9/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,3,0,77,0,0,0,20,0,10,0,
78CT,78,Mt Owen,9/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,24,C.maculata,,1,0,99,0,0,0,0,0,40,0,
78DO,78,Mt Owen,9/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,6,0,94,0,0,0,0,0,0,0,
78DT,78,Mt Owen,9/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,NA,C.maculata,,7,0,73,0,0,0,20,0,60,0,
79AO,79,Mt Owen,9/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,3,0,97,0,0,0,0,0,5,0,
79AT,79,Mt Owen,9/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,15,C.maculata,,7,0,78,0,0,0,15,0,50,0,
79BO,79,Mt Owen,9/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1.5,5,0,95,0,0,0,0,0,10,0,
79BT,79,Mt Owen,9/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,32,E.fibrosa,,0,0,100,0,0,0,0,0,40,0,
79CO,79,Mt Owen,9/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1,1,0,99,0,0,0,0,0,5,0,
79CT,79,Mt Owen,9/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,18,E.fibrosa,,0,0,100,0,0,0,0,0,70,0,
79DO,79,Mt Owen,9/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1,0,0,90,0,0,0,10,0,5,0,
79DT,79,Mt Owen,9/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,18,E.fibrosa,,2,0,98,0,0,0,0,2,60,0,
80AO,80,Mt Owen,11/04/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,4,0,86,0,0,0,10,10,0,0,
80AT,80,Mt Owen,10/04/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,9,E.crebra,,5,0,95,0,0,0,0,0,40,0,
80BO,80,Mt Owen,13/04/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,3,0,10,0,0,0,87,0,0,0,
80BT,80,Mt Owen,12/04/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,10,E.crebra,,4,0,96,0,0,0,0,10,30,0,
80CO,80,Mt Owen,15/04/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,0.5,5,0,95,0,0,0,0,0,5,0,
80CT,80,Mt Owen,14/04/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,5,E.crebra,,80,0,20,0,0,0,0,0,40,0,
80DO,80,Mt Owen,17/04/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1,3,0,97,0,0,0,0,0,10,0,
80DT,80,Mt Owen,16/04/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,10,E.crebra,,2,0,98,0,0,0,0,30,40,0,
85AO,85,Bulga,14/05/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1,5,0,50,0,0,0,45,0,10,0,
85AT,85,Bulga,14/05/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,30,E.crebra,,20,0,79,0,1,0,0,0,50,0,
85BO,85,Bulga,14/05/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,10,0,30,0,0,0,60,0,0,0,
85BT,85,Bulga,14/05/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,22,E.crebra,,5,0,90,0,0,0,5,0,50,0,
85CO,85,Bulga,14/05/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1,1,0,30,0,0,0,69,0,10,0,
85CT,85,Bulga,14/05/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,29,E.crebra,,5,0,60,0,5,0,30,0,50,0,
85DO,85,Bulga,14/05/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,5,0,60,0,0,0,35,0,0,0,
85DT,85,Bulga,14/05/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,14,E.crebra,,1,0,89,0,0,0,10,0,50,0,
87AO,87,Bulga,14/05/2019,Reference,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,1.5,1,0,99,0,0,0,0,0,0,0,
87AT,87,Bulga,14/05/2019,Reference,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,35,C.maculata,,0,0,80,0,0,0,20,0,40,0,
87BO,87,Bulga,14/05/2019,Reference,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,4,0,0,5,0,0,10,85,0,0,0,
87BT,87,Bulga,14/05/2019,Reference,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,20,C.maculata,,0,0,100,0,0,0,0,0,60,0,
87CO,87,Bulga,14/05/2019,Reference,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,3,0,0,60,0,0,5,35,0,0,0,
87CT,87,Bulga,14/05/2019,Reference,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,22,C.maculata,,5,0,95,0,0,0,0,0,80,0,
87DO,87,Bulga,14/05/2019,Reference,D,O,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,,,2,1,0,90,0,0,6,3,0,0,0,
87DT,87,Bulga,14/05/2019,Reference,D,T,3315,Central Hunter Ironbark-Spotted Gum Forest,NA,14,E.tereticornis,,1,0,99,0,0,0,0,0,50,0,
65AO,65,Mt Owen,6/04/2019,Rehabilitated,A,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,1.5,0,0,100,0,0,0,0,0,30,0,
65AT,65,Mt Owen,6/04/2019,Rehabilitated,A,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,12,C.maculata,,1,0,99,0,0,0,0,0,90,0,
65BO,65,Mt Owen,6/04/2019,Rehabilitated,B,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,2,0,0,100,0,0,0,0,0,5,0,
65BT,65,Mt Owen,6/04/2019,Rehabilitated,B,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,11.5,E.moluccana,,0,0,100,0,0,0,0,0,30,0,
65CO,65,Mt Owen,6/04/2019,Rehabilitated,C,O,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,,,1.5,1,0,99,0,0,0,0,0,0,0,
65CT,65,Mt Owen,6/04/2019,Rehabilitated,C,T,3315,Central Hunter Ironbark-Spotted Gum Forest,1998,9,C.maculata,,5,0,95,0,0,0,0,0,60,0,
